""	"Fabio Chiarodia"	"20"	"115"	"146"	"İtalya,Almanya"	"Borussia Mönchengladbach"	"£5.288.945"	"D LC"	"63,96"	"77,54"
""	"Mathias De Amorim"	"20"	"127"	"146"	"Fransa,Portekiz"	"Futebol Clube de Famalicão"	"£24.495.320"	"DM/M C"	"64,49"	"72,88"
""	"Marius Broholm"	"20"	"126"	"146"	"Norveç"	"LOSC Lille"	"£7.967.986"	"AM RLC"	"63,96"	"72,72"
""	"Ante Vuković"	"21"	"107"	"146"	"Hırvatistan"	"Pisa Sporting Club"	"£4.148.192"	"GK "	"57,83"	"73,1"
""	"Filippo Mané"	"20"	"112"	"146"	"İtalya,Senegal"	"Borussia Dortmund"	"£2.521.323"	"D RC"	"62,57"	"77,15"
""	"Christian Mawissa"	"20"	"125"	"146"	"Fransa,Kongo Demokratik Cumhuriyeti"	"AS Monaco"	"£7.959.344"	"D LC"	"64,85"	"74,18"
""	"Roméo Beney"	"20"	"108"	"146"	"İsviçre,Brezilya"	"Futebol Clube de Famalicão"	"£8.469.226"	"AM/ST RL"	"58,9"	"74,24"
""	"Ármin Pécsi"	"20"	"110"	"146"	"Macaristan"	"Liverpool"	"£7.616.667"	"GK "	"59,78"	"74,34"
""	"Anton Gaaei"	"22"	"130"	"146"	"Danimarka"	"AFC Ajax"	"£14.408.487"	"D/WB/M R"	"62,68"	"68,86"
""	"Sam Cuntapay"	"16"	"86"	"146"	"Hollanda,Filipinler,Endonezya"	"AFC Ajax"	"£5.371.045"	"DM/M C"	"50,53"	"70,96"
""	"Kassoum Ouattara"	"20"	"118"	"146"	"Fransa,Fildişi Sahilleri"	"AS Monaco"	"£8.629.104"	"D/WB L"	"61,89"	"73,76"
""	"Keigo Watanabe"	"23"	"81"	"146"	"Japonya"	"Shonan Bellmare"	"£9.353"	"ST "	"52,29"	"70,5"
""	"Nazar Makarenko"	"18"	"91"	"146"	"Ukrayna"	"FC Oleksandriia"	"£4.737.105"	"GK "	"52,61"	"72,22"
""	"Younes Ebnoutalib"	"22"	"125"	"146"	"Almanya,Fas"	"Eintracht Frankfurt"	"£19.876.756"	"ST L"	"65,05"	"72,06"
""	"Luke Skinner"	"17"	"88"	"146"	"İngiltere"	"Bristol City"	"£2.108.812"	"AM/ST RL"	"52,48"	"73,32"
""	"Denner"	"17"	"79"	"146"	"Brezilya"	"COR"	"£520.100"	"D/WB L"	"49,95"	"72,6"
""	"Taylan Aydın"	"19"	"82"	"146"	"Türkiye"	"Kasımpaşa A.Ş."	"£449.387"	"D RC"	"56,93"	"81,55"
""	"Jhon Arcila"	"19"	"86"	"146"	"Kolombiya"	"Córdoba"	"£693.526"	"AM RLC"	"54,01"	"76,21"
""	"Malik Pimpong"	"17"	"92"	"146"	"Danimarka,Gana"	"Football Club Midtjylland"	"£3.032.959"	"ST "	"54,81"	"75,03"
""	"Rion Ichihara"	"20"	"104"	"146"	"Japonya"	"AZ Alkmaar"	"£6.848.838"	"D RLC"	"58,96"	"75,92"
""	"Gilberto"	"20"	"100"	"146"	"Brezilya"	"SEP"	"£5.288.712"	"D/WB R"	"57,03"	"74,9"
""	"Lautaro Millán"	"20"	"121"	"146"	"Şili,Arjantin"	"Club Atlético Independiente"	"£7.402.885"	"M/AM RC"	"63,82"	"74,75"
""	"Mattia Liberali"	"18"	"109"	"146"	"İtalya"	"Catanzaro 1929"	"£5.185.240"	"M/AM RC"	"60,61"	"75,97"
""	"Leopold Wurm"	"19"	"112"	"146"	"Almanya"	"SSV Jahn Regensburg"	"£2.980.864"	"D C"	"63,96"	"78,86"
""	"Santiago Castañeda"	"20"	"117"	"146"	"Amerika Birleşik Devletleri,Kolombiya"	"SC Paderborn 07"	"£2.756.278"	"DM/M C"	"65,25"	"78,21"
""	"Sebastian Rodriguez"	"18"	"98"	"146"	"Amerika Birleşik Devletleri,Meksika"	"Houston Dynamo FC"	"£5.591.028"	"DM/M C"	"57,82"	"76,82"
""	"Sayed Abu Farchi"	"19"	"112"	"146"	"İsrail"	"Maccabi Tel-Aviv"	"£4.821.027"	"AM/ST RLC"	"55,88"	"68,89"
""	"Santiago Espíndola"	"17"	"96"	"146"	"Arjantin"	"Club Atlético River Plate"	"£6.494.512"	"DM/M C"	"57,87"	"77,65"
""	"Joaquín Piñeyro"	"17"	"92"	"146"	"Arjantin"	"Club Atlético Boca Juniors"	"£4.783.383"	"ST "	"56,38"	"77,23"
""	"Andrea Michieletto"	"17"	"81"	"146"	"İtalya"	"Bergamo"	"£1.322.235"	"ST "	"50,9"	"73,27"
""	"Renato Nhaga"	"18"	"113"	"146"	"Gine-Bissau"	"Galatasaray A.Ş."	"£7.425.264"	"DM/M C"	"61,93"	"75,93"
""	"Alejandro Gomes Rodríguez"	"17"	"109"	"146"	"İngiltere,Portekiz,Venezuela"	"Olympique Lyonnais"	"£7.562.673"	"AM/ST L"	"61,38"	"76,94"
""	"Guillermo Anadón"	"17"	"67"	"146"	"İspanya"	"Villarreal"	"£587.660"	"D C"	"47,82"	"73,68"
""	"Ilies Belmokhtar"	"17"	"97"	"146"	"Fas,Fransa"	"AS Monaco"	"£2.657.435"	"AM RL"	"53,67"	"71,67"
""	"Marlon Pineau"	"17"	"80"	"146"	"Fransa"	"Olympique de Marseille"	"£45.370"	"AM C"	"53,1"	"77,1"
""	"Álex Marchal"	"18"	"105"	"146"	"İspanya,Bask Bölgesi"	"Real San Sebastián"	"£408.337"	"AM LC"	"58,68"	"75,16"
""	"Ajdin Muminovic"	"16"	"78"	"146"	"Fransa,Bosna Hersek"	"Olympique Lyonnais"	"£1.177.049"	"ST "	"51,76"	"75,67"
""	"Dante Headley"	"17"	"76"	"146"	"İngiltere"	"Manchester City"	"£278.667"	"D/WB RL"	"48,73"	"71,69"
""	"Teddie Lamb"	"16"	"81"	"146"	"İngiltere"	"Manchester City"	"£3.958.000"	"ST "	"53,48"	"77,13"
""	"Jan-Luca Riedl"	"16"	"87"	"146"	"Almanya"	"Borussia Dortmund"	"£2.271.783"	"D RC"	"56,34"	"79,1"
""	"Marcos Ortíz"	"16"	"84"	"146"	"Arjantin"	"Club Atlético Belgrano"	"£4.854.681"	"M/AM C"	"53,3"	"75,94"
""	"Krystian Bielik"	"27"	"121"	"145"	"Polonya"	"West Bromwich Albion"	"£3.563.774"	"D/DM C"	"65,89"	"70,8"
""	"Jeremain Lens"	"37"	"90"	"145"	"Hollanda"	"SV Real Sranang"	"£0"	"AM RL"	"53,73"	"53,73"
""	"Terence Kongolo"	"31"	"105"	"145"	"Hollanda,Kongo Demokratik Cumhuriyeti"	""	"£0"	"D LC"	"60,94"	"60,94"
""	"Joël Veltman"	"33"	"138"	"145"	"Hollanda"	"Brighton & Hove Albion"	"£5.225.996"	"D RC"	"68,56"	"68,56"
""	"Josef Kolářík"	"18"	"92"	"145"	"Çekya"	"Mladá Boleslav"	"£1.450.000"	"AM R"	"52,12"	"70,9"
""	"Marek Naskos"	"18"	"94"	"145"	"Çekya"	"SK Slavia Praha"	"£1.660.000"	"DM/M C"	"52,73"	"71,14"
""	"Rick Karsdorp"	"30"	"122"	"145"	"Hollanda"	"Millwall"	"£7.752.869"	"D/WB R"	"63,49"	"63,49"
""	"Roque Santa Cruz"	"44"	"107"	"145"	"Paraguay,İspanya"	"Club Nacional"	"£41.619"	"ST "	"59,05"	"59,05"
""	"Jakub Kamiński"	"23"	"135"	"145"	"Polonya"	"VfL Wolfsburg"	"£12.899.842"	"AM RLC"	"63,54"	"66,82"
""	"Martín Silva"	"42"	"106"	"145"	"Uruguay"	""	"£0"	"GK "	"59,67"	"59,67"
""	"Jozhua Vertrouwd"	"21"	"119"	"145"	"Hollanda,Surinam"	"Castellón"	"£1.296.310"	"D/WB LC"	"60,75"	"71,64"
""	"Danilho Doekhi"	"27"	"143"	"145"	"Hollanda,Surinam"	"Tottenham Hotspur"	"£19.860.082"	"D C"	"72,23"	"72,68"
""	"Enzo Barrenechea"	"24"	"138"	"145"	"Arjantin"	"Aston Villa"	"£29.565.900"	"DM/M C"	"67,77"	"70,72"
""	"Mateo Pellegrino"	"23"	"135"	"145"	"Arjantin,İspanya"	"Parma Calcio 1913"	"£7.354.433"	"ST "	"63,67"	"66,3"
""	"Tonny Vilhena"	"30"	"115"	"145"	"Hollanda,Angola"	"Panathinaikos AO"	"£297.251"	"DM/M C"	"62,27"	"62,27"
""	"Bruno Zapelli"	"23"	"128"	"145"	"İtalya,Arjantin"	"ATP"	"£5.282.441"	"M/AM C"	"66,19"	"72,02"
""	"Fabricio"	"37"	"99"	"145"	"İspanya,Uruguay"	""	"£0"	"GK "	"57,06"	"57,06"
""	"Harrison Burrows"	"23"	"125"	"145"	"İngiltere"	"Sheffield United"	"£6.937.760"	"D/WB L"	"64,13"	"70,77"
""	"Andrés Fernández"	"38"	"126"	"145"	"İspanya"	"Almería"	"£300.000.000"	"GK "	"64,44"	"64,44"
""	"Mitchel Bakker"	"25"	"128"	"145"	"Hollanda"	"Bergamo"	"£519.754"	"D/WB LC"	"63,41"	"68,99"
""	"Samuel Dias Semedo"	"20"	"81"	"145"	"Fransa,Portekiz"	"LOSC Lille"	"£2.596.077"	"D R"	"54,15"	"77,72"
""	"Brian Brobbey"	"23"	"137"	"145"	"Hollanda,Gana"	"Sunderland"	"£42.677.333"	"ST "	"65,24"	"67,4"
""	"Manuel Ángel"	"21"	"114"	"145"	"İspanya"	"R. Madrid"	"£7.121.063"	"DM/M/AM C"	"61,08"	"74,14"
""	"Million Manhoef"	"23"	"124"	"145"	"Hollanda,Surinam"	"Stoke City"	"£8.469.200"	"M/AM RL"	"61,79"	"68,5"
""	"Robin Roefs"	"22"	"137"	"145"	"Hollanda"	"Sunderland"	"£32.144.667"	"GK "	"66,83"	"70,49"
""	"Kevin Zenón"	"24"	"125"	"145"	"Arjantin"	"Club Atlético Boca Juniors"	"£6.205.003"	"M/AM RLC"	"63,82"	"69,1"
""	"Dženan Pejčinović"	"20"	"119"	"145"	"Almanya,Karadağ"	"VfL Wolfsburg"	"£3.137.070"	"ST "	"62"	"73,12"
""	"Lamare Bogarde"	"21"	"125"	"145"	"Hollanda,Surinam"	"Aston Villa"	"£16.622.533"	"D/DM/M RLC"	"62,99"	"71,68"
""	"Lucas Esquivel"	"23"	"124"	"145"	"Arjantin,İtalya"	"ATP"	"£3.448.758"	"D/WB/M LC"	"62,17"	"69,28"
""	"Hércules"	"24"	"134"	"145"	"Brezilya"	"FLU"	"£13.584.046"	"DM/M C"	"66,03"	"70,54"
""	"Nacho"	"36"	"110"	"145"	"İspanya"	"Cartagena"	"£62.243"	"D/WB L"	"60,38"	"60,38"
""	"Roberto Torres"	"36"	"105"	"145"	"İspanya,Bask Bölgesi"	"Orihuela C.F."	"£20.842"	"M/AM C"	"57,13"	"57,13"
""	"Aitor Fernández"	"34"	"128"	"145"	"İspanya,Bask Bölgesi"	"Atlético Pamplona"	"£4.821.804"	"GK "	"65,06"	"65,06"
""	"Martín Montoya"	"34"	"111"	"145"	"İspanya"	"Stoke City"	"£200.045"	"D/WB RL"	"60,33"	"60,33"
""	"Roland Sallai"	"28"	"135"	"145"	"Macaristan"	"Galatasaray A.Ş."	"£8.829.427"	"D/WB/M/AM R"	"63,58"	"63,82"
""	"Marc Bartra"	"34"	"140"	"145"	"İspanya"	"Real Hispalis"	"£2.652.252"	"D C"	"68,12"	"68,12"
""	"Berat Luş"	"18"	"96"	"145"	"Türkiye"	"Galatasaray A.Ş."	"£2.802.622"	"AM LC"	"56,71"	"75,61"
""	"Federico Redondo"	"22"	"119"	"145"	"Arjantin,İspanya"	"Elche"	"£6.498.835"	"DM/M C"	"61,63"	"72,69"
""	"Jonas Omlin"	"31"	"131"	"145"	"İsviçre"	"Borussia Mönchengladbach"	"£2.916.697"	"GK "	"67,44"	"68,41"
""	"Ignacio Miramón"	"22"	"125"	"145"	"Arjantin,İtalya"	"LOSC Lille"	"£4.109.302"	"DM/M C"	"65,14"	"74,13"
""	"Djibril Sow"	"28"	"135"	"145"	"İsviçre,Senegal"	"Sevilla"	"£19.913.270"	"DM/M C"	"66,01"	"67,06"
""	"Sergi Gómez"	"33"	"116"	"145"	"İspanya"	"Futebol Clube de Alverca - SAD"	"£707.541"	"D C"	"62,13"	"62,13"
""	"Ryunosuke Sato"	"18"	"122"	"145"	"Japonya"	"FC Tokyo"	"£5.634.847"	"AM RLC"	"61,8"	"71,6"
""	"Edgar Badía"	"33"	"127"	"145"	"İspanya"	"C. Leonesa"	"£1.742.739"	"GK "	"64,22"	"64,22"
""	"Hugo Mallo"	"34"	"125"	"145"	"İspanya"	"Leicester City"	"£1.713.162"	"D/WB R"	"64,63"	"64,63"
""	"Botond Balogh"	"23"	"123"	"145"	"Macaristan"	"Parma Calcio 1913"	"£2.641.188"	"D C"	"65,94"	"75,95"
""	"Jóhann Berg Guðmundsson"	"34"	"119"	"145"	"İzlanda"	"Grasshopper Club Zürich"	"£87.701"	"M/AM RL"	"63,08"	"63,08"
""	"Elías Rafn Ólafsson"	"25"	"122"	"145"	"İzlanda"	"Football Club Midtjylland"	"£1.992.115"	"GK "	"63,83"	"73,08"
""	"Kristian Nökkvi Hlynsson"	"21"	"123"	"145"	"İzlanda"	"FC Twente"	"£10.287.841"	"M/AM RLC"	"63,41"	"73,03"
""	"Patric"	"32"	"130"	"145"	"İspanya,İtalya"	"Capitolini Celesti"	"£300.000.000"	"D C"	"69,75"	"69,75"
""	"Portu"	"33"	"131"	"145"	"İspanya"	"Girona"	"£3.493.517"	"AM RLC"	"64,47"	"64,47"
""	"Kenneth Vermeer"	"39"	"92"	"145"	"Hollanda,Surinam"	""	"£0"	"GK "	"56,67"	"56,67"
""	"Paulo Gazzaniga"	"33"	"132"	"145"	"Arjantin,İtalya"	"Girona"	"£8.365.267"	"GK "	"66,56"	"66,56"
""	"Sergio León"	"36"	"89"	"145"	"İspanya"	"At. Palma del Río C.F."	"£13.892"	"ST "	"54,9"	"54,9"
""	"Jonny"	"31"	"122"	"145"	"İspanya"	"Alavés"	"£2.669.764"	"D/WB RL"	"62,99"	"62,99"
""	"Antonio Raíllo"	"33"	"144"	"145"	"İspanya"	"Mallorca"	"£300.000.000"	"D C"	"72,72"	"72,72"
""	"Chibuike Nwaiwu"	"22"	"121"	"145"	"Nijerya"	"Trabzonspor A.Ş."	"£5.625.986"	"D/DM C"	"67,28"	"78,41"
""	"Fernando Pacheco"	"33"	"124"	"145"	"İspanya"	"Al-Fateh Sports Club"	"£5.300.022"	"GK "	"65"	"65"
""	"Hatem Abd Elhamed"	"34"	"77"	"145"	"İsrail"	"Maccabi Herzliya"	"£5.495"	"D/DM RC"	"48,92"	"48,92"
""	"Ignacio Scocco"	"40"	"106"	"145"	"Arjantin,İtalya"	"Hughes Foot Ball Club"	"£300.000.000"	"AM/ST RC"	"58,29"	"58,29"
""	"Caleb Taylor"	"22"	"114"	"145"	"İngiltere"	"Millwall"	"£5.260.188"	"D C"	"64,01"	"77,69"
""	"Pablo Marí"	"32"	"129"	"145"	"İspanya"	"Al-Hilal Saudi Football Club"	"£2.148.338"	"D C"	"69,36"	"69,36"
""	"Munas Dabbur"	"33"	"119"	"145"	"İsrail"	"Shabab Al-Ahli Dubai FC"	"£2.021.873"	"ST "	"62,86"	"62,86"
""	"Florian Grillitsch"	"30"	"134"	"145"	"Avusturya"	"Sporting Clube de Braga"	"£17.485.254"	"D/DM/M C"	"66,78"	"66,78"
""	"Mfundo Vilakazi"	"19"	"107"	"145"	"Güney Afrika"	"Kaizer Chiefs Football Club"	"£411.483"	"AM RLC"	"58,9"	"74,33"
""	"Patrik Mercado"	"22"	"131"	"145"	"Ekvador"	"Club Deportivo Independiente del Valle"	"£2.698.704"	"M C"	"65,36"	"71,04"
""	"Ronan Kpakio"	"18"	"109"	"145"	"Galler,Liberya"	"Cardiff City"	"£11.778.000"	"D/WB R"	"57,1"	"71,28"
""	"Pau López"	"30"	"140"	"145"	"İspanya"	"Real Hispalis"	"£31.860.874"	"GK "	"66,56"	"67,24"
""	"Álvaro García"	"32"	"139"	"145"	"İspanya"	"Vallecano"	"£300.000.000"	"M/AM L"	"64,1"	"64,1"
""	"Víctor Camarasa"	"31"	"108"	"145"	"İspanya"	"Debreceni Vasutas Sport Club"	"£425.619"	"DM/M C"	"59,55"	"59,55"
""	"Carlos Fernández"	"29"	"125"	"145"	"İspanya"	"Real San Sebastián"	"£1.466.383"	"ST C"	"63,95"	"63,95"
""	"Aritz Elustondo"	"31"	"127"	"145"	"İspanya,Bask Bölgesi"	"Real San Sebastián"	"£4.232.849"	"D RC"	"67,52"	"67,52"
""	"Eylon Almog"	"26"	"109"	"145"	"İsrail,Portekiz"	"Hapoel Be'er-Sheva"	"£465.737"	"AM/ST RLC"	"58,16"	"62,49"
""	"Nicolás Romero"	"21"	"124"	"145"	"Arjantin"	"Minnesota United FC"	"£4.693.725"	"D C"	"66,34"	"75,94"
""	"Mihajlo Cvetković"	"18"	"119"	"145"	"Sırbistan"	"RSC Anderlecht"	"£18.182.911"	"AM/ST RL"	"58,67"	"69,19"
""	"Jonathan Biabiany"	"37"	"94"	"145"	"Fransa,Guadeloupe"	"Antequera C.F."	"£9.451"	"M/AM R"	"57,43"	"57,43"
""	"Alan Matturro"	"20"	"123"	"145"	"Uruguay,İtalya"	"Genoa Cricket and Football Club"	"£7.330.633"	"D/WB LC"	"63,81"	"73,49"
""	"Marc Roca"	"28"	"137"	"145"	"İspanya"	"Real Hispalis"	"£19.987.158"	"DM/M LC"	"66,03"	"67,12"
""	"Mathieu Patouillet"	"21"	"114"	"145"	"Fransa"	"Al-Hilal Saudi Football Club"	"£13.140.000"	"GK "	"60,67"	"73,48"
""	"Djeidi Gassama"	"22"	"125"	"145"	"Moritanya,Fransa"	"Rangers"	"£11.362.000"	"AM/ST RL"	"61,64"	"69,29"
""	"Amath N'Diaye"	"29"	"126"	"145"	"Senegal,İspanya"	"Valladolid"	"£7.458.242"	"AM RL"	"62,62"	"62,62"
""	"Mattia Destro"	"34"	"99"	"145"	"İtalya"	""	"£0"	"ST "	"55,62"	"55,62"
""	"David García"	"31"	"135"	"145"	"İspanya,Bask Bölgesi"	"Al-Rayyan Sports Club"	"£300.000.000"	"D C"	"70,2"	"70,2"
""	"Fausto Rossi"	"34"	"92"	"145"	"İtalya"	"Fossano Calcio"	"£11.166"	"DM/M C"	"56,36"	"56,36"
""	"Carles Pérez"	"27"	"125"	"145"	"İspanya"	"Vigo"	"£3.456.827"	"AM RLC"	"64,53"	"65,86"
""	"Mattia De Sciglio"	"32"	"115"	"145"	"İtalya"	""	"£0"	"D/WB RLC"	"59,01"	"59,01"
""	"Lewis Schouten"	"21"	"119"	"145"	"Hollanda"	"AZ Alkmaar"	"£8.047.925"	"D/DM/M C"	"62,18"	"73,33"
""	"Kaiky"	"21"	"120"	"145"	"Brezilya"	"Shabab Al-Ahli Dubai FC"	"£6.933.015"	"D C"	"63,12"	"74"
""	"Ezequiel Schelotto"	"36"	"91"	"145"	"İtalya,Arjantin"	"FC Paradiso"	"£3.555"	"D/WB/M R"	"57,43"	"57,43"
""	"Titus Bramble"	"44"	"42"	"145"	"İngiltere,Montserrat"	"Safa Football Club"	"£0"	"D C"	"47,38"	"47,38"
""	"Bae Jun-Ho"	"22"	"127"	"145"	"Güney Kore"	"Stoke City"	"£11.484.000"	"AM RLC"	"61,74"	"68,64"
""	"Breno Bidon"	"20"	"125"	"145"	"Brezilya"	"COR"	"£12.288.304"	"DM/M/AM C"	"62,33"	"70,93"
""	"Marc Navarro"	"30"	"103"	"145"	"İspanya"	"Arka Gdynia"	"£591.536"	"D/WB R"	"55,33"	"55,33"
""	"Edu Expósito"	"29"	"139"	"145"	"İspanya"	"Espanyol"	"£22.942.746"	"DM/M C"	"64,77"	"64,93"
""	"Simone Verdi"	"33"	"114"	"145"	"İtalya"	"FC Südtirol"	"£202.281"	"AM RLC"	"58,1"	"58,1"
""	"Álvaro Fidalgo"	"28"	"144"	"145"	"Meksika,İspanya"	"Real Hispalis"	"£23.855.284"	"DM/M/AM LC"	"70,99"	"70,99"
""	"Mika Baur"	"21"	"123"	"145"	"Almanya"	"SC Paderborn 07"	"£2.501.067"	"DM/M/AM LC"	"62,81"	"72,34"
""	"Christian Kabasele"	"34"	"122"	"145"	"Belçika,Kongo Demokratik Cumhuriyeti"	"Udinese Calcio"	"£283.503"	"D C"	"64,8"	"64,8"
""	"Vladimír Weiss"	"35"	"116"	"145"	"Slovakya,İngiltere"	"ŠK Slovan Bratislava"	"£51.905"	"AM RL"	"61,35"	"61,35"
""	"Eliaquim Mangala"	"34"	"117"	"145"	"Fransa,Kongo Demokratik Cumhuriyeti"	"Club Deportivo y Cultural Oriente Petrolero"	"£300.000.000"	"D C"	"63,27"	"63,27"
""	"Thomas Meunier"	"34"	"126"	"145"	"Belçika"	"LOSC Lille"	"£644.245"	"D/WB R"	"64,44"	"64,44"
""	"Hans Vanaken"	"33"	"135"	"145"	"Belçika"	"Club Brugge KV"	"£300.000.000"	"M/AM C"	"67,21"	"67,21"
""	"Chancel Mbemba"	"31"	"133"	"145"	"Kongo Demokratik Cumhuriyeti,Belçika"	"LOSC Lille"	"£4.186.238"	"D RC"	"67,72"	"67,72"
""	"Leander Dendoncker"	"30"	"124"	"145"	"Belçika"	"Oviedo"	"£1.447.055"	"DM/M C"	"66,63"	"66,63"
""	"Stanis Idumbo"	"20"	"124"	"145"	"Belçika,Kongo Demokratik Cumhuriyeti"	"AS Monaco"	"£20.092.808"	"M/AM RLC"	"61,93"	"70,9"
""	"Jason Steele"	"35"	"140"	"145"	"İngiltere"	"Brighton & Hove Albion"	"£7.211.404"	"GK "	"63,67"	"63,67"
""	"Óscar"	"27"	"125"	"145"	"İspanya"	"Diriyah Sport Club"	"£8.845.201"	"M/AM C"	"64,1"	"65,43"
""	"Gian Marco Ferrari"	"33"	"117"	"145"	"İtalya"	"United Football Club Dubai"	"£849.330"	"D C"	"65,2"	"65,2"
""	"Jason Denayer"	"30"	"123"	"145"	"Belçika,Kongo Demokratik Cumhuriyeti"	"RAAL La Louvière"	"£1.177.418"	"D C"	"65,94"	"65,94"
""	"Alfie Gilchrist"	"21"	"119"	"145"	"İngiltere"	"West Bromwich Albion"	"£7.787.475"	"D RC"	"64,6"	"76,17"
""	"John Ruddy"	"38"	"109"	"145"	"İngiltere"	""	"£0"	"GK "	"62,28"	"62,28"
""	"Elseid Hysaj"	"31"	"125"	"145"	"Arnavutluk,İtalya"	""	"£0"	"D/WB RL"	"65,2"	"65,2"
""	"Alfred Duncan"	"32"	"124"	"145"	"Gana,İtalya"	"Venezia Football Club"	"£870.501"	"DM/M C"	"65"	"65"
""	"Andrea Petagna"	"30"	"117"	"145"	"İtalya"	"Associazione Calcio Monza"	"£200.201"	"ST "	"62,31"	"62,31"
""	"Danilo Cataldi"	"31"	"141"	"145"	"İtalya"	"Capitolini Celesti"	"£300.000.000"	"DM "	"65,7"	"65,7"
""	"Cristian Rivero"	"27"	"121"	"145"	"İspanya"	"Valencia"	"£1.633.349"	"GK "	"60,22"	"67,61"
""	"Ander Guevara"	"28"	"136"	"145"	"İspanya,Bask Bölgesi"	"Alavés"	"£34.570.521"	"DM/M C"	"66,5"	"67,73"
""	"Álvaro Fernández"	"27"	"136"	"145"	"İspanya,Bask Bölgesi"	"Coruña"	"£8.753.739"	"GK "	"64"	"66,94"
""	"Josep Martínez"	"27"	"137"	"145"	"İspanya"	"Blu-neri Milano"	"£4.384.769"	"GK "	"67,78"	"70,55"
""	"Dani Martín"	"27"	"116"	"145"	"İspanya"	"Tenerife"	"£673.757"	"GK "	"58,11"	"66,7"
""	"Lorenzo Bernasconi"	"21"	"124"	"145"	"İtalya"	"Bergamo"	"£4.705.605"	"D/WB/M L"	"61,11"	"69,96"
""	"Léo Scienza"	"27"	"136"	"145"	"Brezilya,Lüksemburg"	"Southampton"	"£34.692.000"	"AM RLC"	"65,38"	"65,75"
""	"Nicolas Raskin"	"24"	"135"	"145"	"Belçika"	"Rangers"	"£16.497.623"	"DM/M C"	"66,29"	"69,23"
""	"Filip Holosko"	"41"	"77"	"145"	"Slovakya"	"Úvaly"	"£0"	"AM/ST RL"	"49"	"49"
""	"David Limberský"	"41"	"76"	"145"	"Çekya"	"Koloveč"	"£0"	"D/WB L"	"56,44"	"56,44"
""	"César Gelabert"	"24"	"139"	"145"	"İspanya"	"S. Gijón"	"£25.239.160"	"AM RLC"	"67,66"	"69,34"
""	"Carlos Vicente"	"26"	"140"	"145"	"İspanya"	"Birmingham City"	"£31.500.002"	"M/AM R"	"66,18"	"66,86"
""	"Aster Vranckx"	"22"	"127"	"145"	"Belçika,Kongo Demokratik Cumhuriyeti"	"VfL Wolfsburg"	"£19.876.756"	"DM/M/AM C"	"64,39"	"72,39"
""	"Ameen Al-Dakhil"	"23"	"126"	"145"	"Belçika,Irak"	"VfB Stuttgart"	"£8.382.806"	"D RC"	"64,41"	"72,85"
""	"Jackson Tchatchoua"	"24"	"129"	"145"	"Kamerun,Belçika"	"Wolverhampton Wanderers"	"£19.620.000"	"D/WB/M R"	"62,59"	"66,74"
""	"Flavio Russo"	"21"	"107"	"145"	"İtalya"	"U.S. Sassuolo Calcio"	"£2.566.693"	"ST "	"59,19"	"73,15"
""	"Baek Ga-On"	"19"	"106"	"145"	"Güney Kore"	"Busan IPARK FC"	"£240.042"	"ST RL"	"56,81"	"72,09"
""	"Marcos Rocha"	"36"	"122"	"145"	"Brezilya"	"GRE"	"£300.000.000"	"D/WB R"	"63,55"	"63,55"
""	"Gabri Martínez"	"22"	"128"	"145"	"İspanya"	"Sporting Clube de Braga"	"£9.506.274"	"M/AM RL"	"63,48"	"69,41"
""	"Rafael Cabral"	"35"	"120"	"145"	"Brezilya,Portekiz"	"Real Salt Lake"	"£300.000.000"	"GK "	"63,5"	"63,5"
""	"Rey Manaj"	"28"	"125"	"145"	"Arnavutluk"	"Sivasspor"	"£5.500.502"	"ST "	"61,38"	"61,38"
""	"Abbosbek Fayzullayev"	"22"	"129"	"145"	"Özbekistan"	"Başakşehir Futbol Kulübü"	"£12.752.451"	"AM RLC"	"63,74"	"70,07"
""	"Fágner"	"36"	"115"	"145"	"Brezilya"	"CEC"	"£64.074"	"D/WB R"	"63,83"	"63,83"
""	"Daniel Dappa"	"18"	"102"	"145"	"İsrail,Gana"	"Hapoel Tel-Aviv"	"£1.915.947"	"ST "	"57,08"	"73,12"
""	"Gaizka Ayesa"	"24"	"115"	"145"	"İspanya,Bask Bölgesi"	"Alcorcón"	"£192.075"	"GK "	"61,44"	"74,02"
""	"Sergio Camello"	"24"	"124"	"145"	"İspanya"	"Vallecano"	"£3.650.409"	"ST "	"66,5"	"72,28"
""	"Sil Swinkels"	"21"	"104"	"145"	"Hollanda"	"Aston Villa"	"£4.099.147"	"D C"	"58,66"	"75,25"
""	"Maurício Antônio"	"33"	"108"	"145"	"Brezilya,Portekiz"	"GUA"	"£171.608"	"D C"	"63,86"	"63,86"
""	"Fernando"	"33"	"118"	"145"	"Brezilya"	"R Antwerp FC"	"£495.052"	"DM/M C"	"61,95"	"61,95"
""	"Issa Doumbia"	"21"	"115"	"145"	"İtalya,Fildişi Sahilleri"	"Venezia Football Club"	"£3.636.149"	"M C"	"62,24"	"75,12"
""	"Tiago Volpi"	"34"	"126"	"145"	"Brezilya"	"BRA"	"£300.000.000"	"GK "	"62,61"	"62,61"
""	"Patric"	"37"	"110"	"145"	"Brezilya"	"Zweigen Kanazawa"	"£33.267"	"ST "	"59,76"	"59,76"
""	"Beñat Prados"	"24"	"140"	"145"	"İspanya,Bask Bölgesi"	"A. Bilbao"	"£64.653.472"	"DM/M C"	"67,66"	"69,76"
